Timestamp,Email,Gender,Marital Status,Department,GPA of last semester,CGPA,Class attendance,Self-study per week,Homework on time,Study materials access,Study environment,Library Usage,Interaction with teachers,Peers support,Stress,Current living situation,Financial aid,Employment,Own expenses,Contribution on family,Financial difficulties,Relationship with parents,Parents support,Internet access,Online resource usage,Technology comfort,Motivation,Extracurricular activities,Sleeping hours,Caffeine consumtion,Social media usage,Health condition,Engagement in hobbies,Primary academic goal,Career goal,Challenges in studies,External factors
10/10/2024 09:13:13,,Male,Unmarried,ME,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Frequently,Very supportive,Sometimes,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Never,7–8 hours,Regularly (3–5 times a week),2–4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",A clear career path would've been better.,Doesn’t affect. No
10/10/2024 09:13:23,,Female,Unmarried,Agronomy and Agricultural Extension,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Never,Rarely,Very supportive,Sometimes,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Sometimes motivated,Never,5–6 hours,Daily,1–2 hours,No,Regularly (once a week),Passing the course,"Yes, but it's unclear",Can't hold my concentration for too long,No I don’t feel that way.
10/10/2024 09:16:36,,Female,Unmarried,Clothing and textile,3.26-3.5 (Good),3-3.25 (Average),Occasionally (50–75%),Less than 5 hours,Sometimes,"Yes, always",Partially conducive (sometimes noisy),Never,Occasionally,Somewhat supportive,Often,Living with roommates,No,"Yes, full-time","Yes, fully",No,Frequently,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Sometimes,Very comfortable,Mostly motivated,Sometimes,Less than 5 hours,Regularly (3–5 times a week),More than 4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear","Time management, relationship,overwork,stresses, lack of sleep",All!!In the first and second  year they couldnot understand me..they took me in a relative's house..which was the major issue for my academic fooldown...Than some health problem came to my life.And now i am continuing 4-5 tuitions in a single day
10/10/2024 09:20:34,,Female,Unmarried,LAW,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, but with difficulty","Not conducive (noisy, lack of space etc.)",Occasionally (once a month),Occasionally,Somewhat supportive,Often,Living with roommates,No,"Yes, part-time","No, my family supports me",No,Never,"Fair (some communication, but distant)",Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Mostly motivated,Often,7–8 hours,Never,More than 4 hours,No,Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",It is very difficult for me to study and achieve good CGPA and pursue music in a proper manner by constantly fighting with the various adversities of the hostel. ,Sometimes affect.
10/10/2024 09:24:14,,Female,Unmarried,,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Rarely,Somewhat supportive,Sometimes,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Mostly motivated,Rarely,7–8 hours,Regularly (3–5 times a week),2–4 hours,No,Occasionally (once a month),Achieving the highest grade,"Yes, but it's unclear",increase cg ,no
10/10/2024 09:25:17,,Female,Unmarried,resource management entrepreneurship ,3-3.25 (Average),3-3.25 (Average),Rarely (Less than 50%),5–10 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Often,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Mostly motivated,Never,7–8 hours,Occasionally (1–2 times a week),1–2 hours,"Yes, a physical condition",Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",health issue!,No!
10/10/2024 09:28:36,,Male,Unmarried,Cse,3.76- higher (Best),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, always","Not conducive (noisy, lack of space etc.)",Never,Rarely,Very supportive,Always,Living in university accommodation (dorms),No,"No, I am not working","No, my family supports me",No,Occasionally,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Not motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),2–4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Concentration ,Obviously it affects. 
10/10/2024 09:28:52,,Female,Unmarried,CSE,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Never,Rarely,Somewhat supportive,Often,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,"Fair (some communication, but distant)",Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Never,5–6 hours,Never,2–4 hours,"Yes, both physical and mental health conditions",Never,Passing the course,No,Sickness ,Health issues. It is not worthy to live in Dhaka as a human being
10/10/2024 09:32:19,,Male,Unmarried,CSE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),10–15 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Frequently (multiple times a week),Frequently,Very supportive,Sometimes,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Often,7–8 hours,Occasionally (1–2 times a week),Less than 1 hour,No,Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
10/10/2024 09:33:02,,Female,Unmarried,Business administration ,3.76- higher (Best),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Frequently,Somewhat supportive,Always,Living with parents/guardians,"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Mostly motivated,Sometimes,7–8 hours,Regularly (3–5 times a week),Less than 1 hour,"Yes, a mental health condition",Never,Achieving the highest grade,"Yes, I have a specific goal",,No
10/10/2024 09:36:09,,Female,Unmarried,Eee,3.51-3.75 (Better),3.76- higher (Best),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, but with difficulty",,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2024 09:37:49,,Female,Unmarried,recourse management entrepreneurship,3-3.25 (Average),3-3.25 (Average),Rarely (Less than 50%),5–10 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Mostly motivated,Never,7–8 hours,Occasionally (1–2 times a week),1–2 hours,"Yes, a physical condition",Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",mygrain problem! ,no...
10/10/2024 09:38:50,,Female,Unmarried,Civil 8,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),10–15 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Frequently,Very supportive,Sometimes,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially","Yes, occasionally",Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Somewhat comfortable,Mostly motivated,Never,7–8 hours,Regularly (3–5 times a week),More than 4 hours,"Yes, a physical condition",Regularly (once a week),Improving my GPA,"Yes, I have a specific goal",Toughest schedule in engineering university ,"Yes, because the factor's help the way 1"
10/10/2024 09:38:55,,Male,Unmarried,CSE,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Never,Very supportive,Always,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially",No,Occasionally,"Fair (some communication, but distant)",Both financial and mental support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Sometimes motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),2–4 hours,"Yes, both physical and mental health conditions",Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
10/10/2024 09:40:13,,Male,Married,English,3.76- higher (Best),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Frequently,Somewhat supportive,Sometimes,Living with parents/guardians,"Yes, partial scholarship/financial aid","Yes, full-time","Yes, fully","Yes, occasionally",Rarely,Good (regular communication),Only financial support,No,Frequently,Very comfortable,Mostly motivated,Sometimes,7–8 hours,Regularly (3–5 times a week),2–4 hours,"Yes, a physical condition",Occasionally (once a month),Achieving the highest grade,"Yes, I have a specific goal",My Physically Weeknes ,No
10/10/2024 09:44:30,,Female,Married,সিএসই,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Never,Frequently,Somewhat supportive,Often,Living with parents/guardians,"Yes, partial scholarship/financial aid","Yes, part-time","No, my family supports me",No,Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),2–4 hours,No,Occasionally (once a month),Improving my GPA,"Yes, but it's unclear",,
10/10/2024 09:48:15,,Female,Unmarried,bme,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Never,Occasionally,Very supportive,Sometimes,Living with roommates,"Yes, full scholarship/financial aid","Yes, part-time","Yes, partially",No,Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Somewhat comfortable,Mostly motivated,Rarely,7–8 hours,Occasionally (1–2 times a week),1–2 hours,"Yes, both physical and mental health conditions",Occasionally (once a month),Passing the course,No,Takes too much efforts and time for consistent result,Yes. 
10/10/2024 09:54:39,,Male,Unmarried,Pharmacy ,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Sometimes,Living with roommates,No,"Yes, part-time","Yes, partially",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Frequently,Very comfortable,Mostly motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),More than 4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,Yes
10/10/2024 09:56:45,,Female,Married,Management ,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Somewhat supportive,Sometimes,Living with parents/guardians,No,"Yes, part-time","No, my family supports me","Yes, regularly",Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, a physical condition",Regularly (once a week),Improving my GPA,"Yes, but it's unclear",Changing from HSC science to commerce in university ,Yes . 
10/10/2024 10:04:26,,Male,Unmarried,CSE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Sometimes,"Yes, always",Partially conducive (sometimes noisy),Never,Never,Very supportive,Never,Living with parents/guardians,"Yes, partial scholarship/financial aid","Yes, but occasionally (temporary jobs)","Yes, partially",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Not motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),2–4 hours,No,Occasionally (once a month),Passing the course,No,The syllabus is outdated. It has no effect on job life. Mandatory 8 marks for 90% attendance is rubish. I think it's a waste of time as most of the classes taken by the teachers at my university are too poor.,No
